,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
549400,549401,B000EPPCAY,A2XSQ6E27RIE9E,P. Claflin,0,0,5,1332806400,Clean white coconut powder,"Very good product - - - Clean white powder, easily soluble for drinks.  Use caution when purchasing coconut powder.  Some offerings should be labled ""coconut"" flour; which is different and not suitable as a drink mix."
221587,221588,B001819GLE,A241X8BUSUT3PH,"tobecorrect ""tobecorrect""",18,25,1,1232582400,***************BUYER BEWARE*************,"********Buyers Beware of Pegasus Enterprises******<br /><br />I have been a customer of Amazon for several years but, I have recently been high utterly disappointed with a transaction that I made with Pegasus Enterprises.  Of all my years on Amazon.com, this by far has been the worse.  On December 24th, 2008 I ordered a Vend Star Vending Machine.  The listed shipping price was $14.99 and the total amounted to $59.99.  I made my purchase and eagerly waited for my vending machine to arrive. Around three weeks elapsed before I heard from the company.  When I was contacted by the company, they told me that the machine would not be shipped unless additional money was sent to cover the shipping.  Although I had already made my monetary purchase for the listed price (including shipping), my order was being held and I was told that I had to pay more to cover the additional costs for Pegasus Enterprises because they listed the wrong shipping price.  Needless to say, I was not willing to pay additional to cover Pegasus's Mistake.  They cancelled my order and I will not receive my machine.  This was the most unprofessional business transaction I have ever endured.  I will never buy ANY item from this company again and I suggest that no one else does either!!!!"
93675,93676,B0040WE8NE,A14MYB83U3KC14,TimberMom,7,8,4,1301356800,Tasty option for gluten/dairy-free,"Recently I was forced to be on a gluten and dairy free diet for a few months.  I have two young children and I'm busy and finding quick, relatively tasty and easy gluten and dairy free options is tough.  I LOVE Thai food but never harbored any false notions that this would taste remotely authentic (when was the last time you tasted something out of a package that tasted authentic - or even remotely good, for that matter)?  Also, I tend to stick with whole foods and avoid packaged/processed foods (no matter how healthy) as much as possible.  Anyway, I was surprised that I enjoyed this. (I still eat them and I'm off the restricted diet.) Salty, yes (but I love salty foods).  And you have to have a microwave that can adjust it's power to 20% (most do these days). And they talk about the noodles ""fluffing up"" which mine never did. Lastly, it isn't cheap and it is definitely a small meal.  But, at the end of the day, it's a tasty option for those who can't have gluten or dairy products.  (It's actually vegan, too!)"
520991,520992,B0018CLW74,A11ID30CX0WGMF,fallangl612,0,0,5,1314576000,"Great Food, Great Price","I was searching for an adult food to transition my 8-lb Havanese to and came across Chicken Soup.  Not only does she love it (and beg for more), but it seems to agree well with her sometimes sensitive stomach!!  The price is reasonable and I was pleased with the ingredients when compared to other foods.  The food pellets are a good size as well.  I purchased the 6lb bag as a tester, but will probably stick with this size in the future since a 6lb bag will last her about 3 months.  I highly recommend Chicken Soup for the Dog Lover's Soul!!"
240715,240716,B003D4F0UU,A3HSRLLGLS3YHW,aloysius,0,0,5,1296345600,Delicious when iced,2 bags to 64 ounces of water and stick it in the refrigerator - very refreshing any time of year
72979,72980,B0037YXQMA,A3PXW1W0LVTFMZ,serumjockey,0,0,5,1349654400,Not just for breakfast!,I like to make shakes for my kids using this or the strawberry flavor.  It has some vitamins in it and the kids really love the taste.
90968,90969,B0041WW6EQ,A3QAOBQ9JEPUDX,Mel  Renee,1,1,1,1333324800,Fake,This candy is definitely not Chick O Sticks. There isn't any coconut surrounding each piece. The candy I received was extremely hard with a very faint taste of peanuts. I would never recommend this candy.
566264,566265,B004P4POZ8,A2Y7GA8HH2F626,Hemalatha Suresh,1,1,5,1324425600,Great product,I am very happy with this PB2. I will definitely buy it again. The powder mixes very easily with water to make a paste.<br />I often mix both the chocolate PB2 and regular PB2  to make a wonderful spread for sandwiches.
124132,124133,B001JU7YJA,A1FJFHWP030B2W,HELEN,8,9,5,1339113600,Organic Imperial Pu-erh Tea,Organic Imperial Pu-erh Tea is a great tea to use with doctor oz tea diet it came really fast and is nicely packaged.
343426,343427,B00004RBDU,A17GIM98T3FKII,shoplinda03011,0,0,4,1344816000,Really Does Work,This can serve both as a night light and also does really work for fleas.  For some reason the fleas and other insects are attracted to the bright light and then get stuck on the sticky paper.  Ingenious idea and does help to rid your carpet of fleas. Buy the unit once and then just keep purchasing re-fill sticky paper as needed.<br />I'll keep buying them.
415392,415393,B007JFMIWW,A9XX8OHS2ZQ2X,R. Neil Scott,0,0,3,1345420800,Nice taste - just a little dry ...,I received this product for review through the Amazon Vine Program. I am a big fan of anything blueberry and while the taste of the cookie bar was very good it just seemed a little dry. Still all in all a good snack for a low calorie diet.
431158,431159,B001M050CA,A2PHY596EINIKP,"Suki ""online food shopper""",1,1,5,1207526400,"Nestle, fat free hot cocoa mix is delicious","I love this product.  I use it hot or cold (in the blender with ice).  It's a great, low calorie treat and it has calcium."
23887,23888,B0013NUGDE,A3TQ0ZSAD2G98A,Madeline C. Kimmich,0,0,5,1319846400,Salt and Pepper!!!,"Popchips are delicious!!!  We bought a variety pack.  I love the Salt & Pepper though all flavors are good (according to my husband since I can't have any dairy I did not try those flavors).  While the chips are high in sodium, they are a nice healthy alternative to grease and salt laden fried potato chips.  Don't expect a traditional potato chip or even a pressed chip like Pringles.  They are different but delicious.  A 0.8 ounce bag contains only 100 calories and 10% of your daily salt (2000 cal diet).  The bag says they start with a potato and ""add a little heat and pressure and.. pop.""  Well, not quite.  The ingredients list: Natural Potato Ingredients (Potato Flakes, Potato Starch), Safflower Oil and/or Sunflower Oil, Rice Flour, Sea Salt.  If you need gluten-free, they are gluten free BUT they are made on equipment shared with wheat."
308707,308708,B000F3S6JY,A2RM63MLYLX13D,"Joanne I. Badura ""thumper""",1,1,5,1207958400,thumper,"The product is awesome, we use it all the time.  The supermarket that used to carry it went out of buisness.  I tried to get another supermarket order it for me, and they failed....I thought why not get it on-line....excellent price, very fast delivery, and now we are back to using a product my husband and I love to cook with.  Will always buy on line from now on.  We put a little on everything, BBQ, veggies, just a little and it makes flavors burst!"
273484,273485,B0015IMYIM,A31SG4YYFIT3LM,DLVGroup,1,1,5,1317081600,It's real smooth,This is some of the best green tea out there! I'll buy it again! The only thing about is that the stores around here don't carry it anymore!!!
143030,143031,B001AG6BMO,A3C9TN38OWP0IR,Kitty,1,1,5,1307318400,Great Product,I use this oil daily on my face and body. It really does keep my skin in good condition.<br />I also take this oil by mouth with a couple drops of Agave nectar. Coconut oil is a very healthy oil.<br />I have tried several different Coconut oils and they are pretty good but I favor this one.
421948,421949,B000CR41KQ,A1DH3QDZX8Z7GO,Charlemange,0,0,4,1342828800,Pretty Good Treats,"These are hard treats shaped like hearts that you can break in half if necessary. They have decent ingredients though I try not to give my dogs anything with grain, the oatmeal and barley flour is not too bad. I only give one a day as a late night snack. My Doberman likes them but she is not too picky. My picky Shar-pei will eat them but is not enthusiastic about them (he prefers Merrick sausages). Overall, these are a decent snack for dogs as long as your pet does not have dental issues, these should be okay for them.  I want to make a comment about the packaging. This is one of the few ""zip-loc"" type resealable bags that actually reseals without having to mess with it a bunch of times. It stays nice and tight and keeps the treats fresh."
28046,28047,B004GW6MLY,A7J4XWOGBHXQL,Icebergtech,0,0,4,1339113600,Great 2 In 1 Product,I usually take Royal Jelly which you consistently take you fell your energy stays at an all time high.  with this product also including bee pollen I get more bang for the buck than purchasing royal jelly alone
529620,529621,B0032CB15Q,ALJ1S9LOYB08X,Kelly,0,0,5,1317254400,A welcome beacon drawing me into the kitchen.,"Ok, so let's get one thing straight. I'm addicted to coffee, but it has to be good coffee or I'll wish doom and gloom on all that cross my path. Nothing is more disappointing than going into your kitchen and realizing there is nothing really good to brew in your Keurig. I have turned into a hoarder of delicious extra bold k-cups. Lord help me if I ever run out of this stuff. Dark Magic is aptly named and eagerly consumed many times before 5AM. When you get up that early, you need great coffee.<br /><br />Now let's address rising prices. I recommend searching daily for your favorite k-cups because the prices are getting ridiculous. I picked up 24 of these for a little over 15 dollars. Yep that is expensive, but the 50 count when averaged out was even more. Coffee is much like stocks, buy low!<br /><br />Please please please, never ever change this brew! It is dark and unctuous on your tongue, it leaves this smokey afterglow in your throat and all around satisfies a person in the morning. There are not enough adjectives to tell you how good this stuff is...so I won't try."
